PRF1	NM_001083116.3	NM_001083116	149.0	NM_001083116.3:149
TAP2	NM_000544.3	NM_000544	30.0	NM_000544.3:90;NM_018833.2:3
TAP1	NM_000593.5	NM_000593	79.0	NM_000593.5:79
PRB3	NM_006249.5	NM_006249	1.0	NM_006249.5:1
PON1	NM_000446.7	NM_000446	6.0	NM_000446.7:6;NM_000446.6:1
PTHLH	NM_198965.2	NM_198965	10.0	NM_198965.2:10
PTH1R	NM_000316.3	NM_000316	70.0	NM_000316.3:70
CCND1	NM_053056.3	NM_053056	2.0	NM_053056.3:2;NM_053056.2:1
PTH	NM_000315.4	NM_000315	18.0	NM_000315.4:18
SPINK1	NM_003122.4	NM_003122	58.0	NM_003122.4:58
PAX4	NM_001366110.1	NM_001366110	57.0	NM_001366110.1:57
ODC1	NM_002539.3	NM_002539	1.0	NM_002539.3:1
WNT3	NM_030753.5	NM_030753	14.0	NM_030753.5:14;NM_030753.4:1
FGF3	NM_005247.4	NM_005247	26.0	NM_005247.4:26
MYCN	NM_005378.6	NM_005378	63.0	NM_005378.6:63;NM_005378.5:1
MDM2	NM_002392.5	NM_002392	8.0	NM_002392.5:8
AKT2	NM_001626.6	NM_001626	31.0	NM_001626.6:31
AKT1	NM_005163.2	NM_005163	166.0	NM_005163.2:166
OAS1	NM_016816.4	NM_016816	8.0	NM_016816.4:8
NPM1	NM_002520.6	NM_002520	7.0	NM_002520.6:14;NM_199185.3:2
MATR3	NM_018834.6	NM_018834	26.0	NM_018834.6:130;NM_199189.2:5
NFKBIA	NM_020529.2	NM_020529	5.2	NM_020529.2:52;NM_020529.3:10
SLC6A2	NM_001172504.1	NM_001172504	38.5	NM_001172504.1:77;NM_001043.3:2
NOS3	NM_000603.5	NM_000603	54.0	NM_000603.5:54
NTF4	NM_006179.4	NM_006179	5.0	NM_006179.4:5
CXCR4	NM_003467.2	NM_003467	2.2	NM_003467.2:20;NM_003467.3:9
NPY	NM_000905.4	NM_000905	2.0	NM_000905.4:2
PCSK1	NM_000439.5	NM_000439	77.0	NM_000439.5:77
NGF	NM_002506.2	NM_002506	7.1	NM_002506.2:64;NM_002506.3:9
MYO5A	NM_000259.3	NM_000259	91.0	NM_000259.3:91
MYF6	NM_002469.3	NM_002469	32.0	NM_002469.3:32;NM_002469.2:1
MPL	NM_005373.2	NM_005373	6.9	NM_005373.2:117;NM_005373.3:17
MPZ	NM_000530.8	NM_000530	169.5	NM_000530.8:339;NM_003001.3:2
MCC	NM_001085377.2	NM_001085377	24.0	NM_001085377.2:24
MTTP	NM_000253.3	NM_000253	127.0	NM_000253.3:127
MSMB	NM_002443.3	NM_002443	1.0	NM_002443.3:1
MITF	NM_000248.3	NM_000248	29.0	NM_000248.3:145;NM_006722.2:5;NM_198159.3:1;NM_001354607.2:1
MTR	NM_000254.2	NM_000254	66.0	NM_000254.2:264;NM_001291939.1:4
ACAN	NM_013227.3	NM_013227	130.0	NM_013227.3:130
MC3R	NM_019888.3	NM_019888	4.0	NM_019888.3:4
MGP	NM_000900.5	NM_000900	18.0	NM_000900.5:36;NM_000900.4:2
MBL2	NM_000242.2	NM_000242	59.0	NM_000242.2:59
MIP	NM_012064.4	NM_012064	47.0	NM_012064.4:47
LIM2	NM_030657.4	NM_030657	21.0	NM_030657.4:21;NM_030657.3:1
MSR1	NM_138715.3	NM_138715	15.0	NM_138715.3:15
LOXL1	NM_005576.4	NM_005576	5.0	NM_005576.4:5
LOX	NM_002317.7	NM_002317	32.0	NM_002317.7:32
PLOD1	NM_000302.4	NM_000302	159.5	NM_000302.4:319;NM_000302.3:2
LYZ	NM_000239.2	NM_000239	33.0	NM_000239.2:33;NM_000239.3:1
LTA	NM_001159740.2	NM_001159740	3.0	NM_001159740.2:3
LEF1	NM_016269.5	NM_016269	5.0	NM_016269.5:5
LHCGR	NM_000233.4	NM_000233	80.0	NM_000233.4:80;NM_001198593.1:1
LHB	NM_000894.2	NM_000894	1.6	NM_000894.2:13;NM_000894.3:8
LPA	NM_005577.3	NM_005577	4.0	NM_005577.3:4
LIPC	NM_000236.3	NM_000236	39.0	NM_000236.3:39;NM_000236.2:1
LIFR	NM_001127671.2	NM_001127671	33.3	NM_001127671.2:200;NM_002310.6:6
RUNX1	NM_001754.4	NM_001754	134.3	NM_001754.4:403;NM_001001890.3:3
LGALS2	NM_006498.3	NM_006498	2.0	NM_006498.3:2
LMNB2	NM_032737.4	NM_032737	134.0	NM_032737.4:134
LAMC2	NM_005562.3	NM_005562	37.7	NM_005562.3:226;NM_005562.2:6
LDHB	NM_002300.7	NM_002300	25.0	NM_002300.7:25
KRT10	NM_000421.4	NM_000421	47.0	NM_000421.4:47
KRT18	NM_000224.3	NM_000224	19.0	NM_000224.3:19
KRT17	NM_000422.3	NM_000422	40.0	NM_000422.3:40
KRT14	NM_000526.5	NM_000526	61.0	NM_000526.5:122;NM_000526.4:2
KRT13	NM_153490.3	NM_153490	51.0	NM_153490.3:51
KRT8	NM_002273.4	NM_002273	30.0	NM_002273.4:30
KRT3	NM_057088.3	NM_057088	14.0	NM_057088.3:14
KRT6B	NM_005555.4	NM_005555	18.0	NM_005555.4:18
KRT5	NM_000424.4	NM_000424	63.0	NM_000424.4:189;NM_000424.3:3
KLK1	NM_002257.4	NM_002257	3.0	NM_002257.4:3
IL6R	NM_000565.4	NM_000565	4.0	NM_000565.4:4
ICAM1	NM_000201.3	NM_000201	13.0	NM_000201.3:13
JAK2	NM_004972.3	NM_004972	3.0	NM_004972.3:72;NM_004972.4:24;NM_001322194.1:5;NM_001322198.1:4
IL4R	NM_000418.4	NM_000418	15.0	NM_000418.4:15
IL2RA	NM_000417.2	NM_000417	6.9	NM_000417.2:83;NM_000417.3:12;NM_001308243.2:2;NM_001308242.2:1
IL1B	NM_000576.3	NM_000576	4.0	NM_000576.3:4;NM_000576.2:1
IL13	NM_002188.3	NM_002188	2.0	NM_002188.3:2
IL1RN	NM_173841.2	NM_173841	62.0	NM_173841.2:62
INSR	NM_000208.4	NM_000208	101.0	NM_000208.4:303;NM_000208.3:3
IRF1	NM_002198.3	NM_002198	3.0	NM_002198.3:3
IFNG	NM_000619.3	NM_000619	10.0	NM_000619.3:20;NM_000619.2:2
IFNGR2	NM_005534.3	NM_005534	32.5	NM_005534.3:65;NM_001329128.1:2
ITGB4	NM_000213.5	NM_000213	187.0	NM_000213.5:187
ITPA	NM_033453.4	NM_033453	65.0	NM_033453.4:65
SOD2	NM_000636.4	NM_000636	3.0	NM_000636.4:3
SOD1	NM_000454.4	NM_000454	24.3	NM_000454.4:73;NM_000454.5:3
IGF1	NM_001111283.3	NM_001111283	94.0	NM_001111283.3:94
IGF1R	NM_000875.5	NM_000875	365.0	NM_000875.5:365
ITIH1	NM_002215.4	NM_002215	8.0	NM_002215.4:8
ITPR1	NM_001168272.1	NM_001168272	305.0	NM_001168272.1:305
CD79B	NM_001039933.3	NM_001039933	31.0	NM_001039933.3:31
MS4A2	NM_000139.5	NM_000139	3.0	NM_000139.5:3
ADAR	NM_001111.5	NM_001111	204.0	NM_001111.5:204
FCGR2A	NM_021642.4	NM_021642	3.0	NM_021642.4:6;NM_001136219.3:2
IGLL1	NM_020070.4	NM_020070	60.0	NM_020070.4:60
FCGR1A	NM_000566.3	NM_000566	4.0	NM_000566.3:4;NM_001161334.1:1
INSL3	NM_005543.4	NM_005543	6.0	NM_005543.4:6
IMPDH2	NM_000884.3	NM_000884	2.0	NM_000884.3:2
IL7R	NM_002185.5	NM_002185	140.0	NM_002185.5:140
HADHB	NM_000183.3	NM_000183	19.0	NM_000183.3:95;NM_001281512.1:5
MNX1	NM_005515.4	NM_005515	17.0	NM_005515.4:17
HOXD13	NM_000523.4	NM_000523	34.0	NM_000523.4:34
HOXD10	NM_002148.3	NM_002148	17.0	NM_002148.3:34;NM_002148.4:2
MSX1	NM_002448.3	NM_002448	33.0	NM_002448.3:33
HOXD4	NM_014621.3	NM_014621	4.0	NM_014621.3:4
HOXA13	NM_000522.5	NM_000522	18.0	NM_000522.5:18
HOXA11	NM_005523.5	NM_005523	3.0	NM_005523.5:3
HMGCR	NM_000859.3	NM_000859	3.0	NM_000859.3:3
HLA-DPB1	NM_002121.6	NM_002121	5.0	NM_002121.6:5
HDC	NM_002112.4	NM_002112	5.0	NM_002112.4:5
HRG	NM_000412.5	NM_000412	3.0	NM_000412.5:12;NM_000412.4:4
HK1	NM_033500.2	NM_033500	44.0	NM_033500.2:44
HSPG2	NM_005529.7	NM_005529	634.0	NM_005529.7:634
HNF1A	NM_000545.6	NM_000545	18.7	NM_000545.6:224;NM_000545.8:12;NM_022895.3:3;NM_000545.5:1
HBA2	NM_000517.6	NM_000517	4.3	NM_000517.6:104;NM_000517.4:24
HP	NM_005143.5	NM_005143	13.0	NM_005143.5:13
GNAI2	NM_002070.4	NM_002070	5.0	NM_002070.4:5
GNAT2	NM_005272.4	NM_005272	39.0	NM_005272.4:39
GNAT1	NM_144499.3	NM_144499	43.0	NM_144499.3:43;NM_144499.2:1
GNAS	NM_001077488.4	NM_001077488	4.0	NM_001077488.4:111;NM_016592.4:28;NM_000516.5:3;NM_080425.3:3;NM_001077490.2:2;NM_001077488.3:1
GMPR	NM_006877.4	NM_006877	6.0	NM_006877.4:6
GH1	NM_000515.5	NM_000515	51.0	NM_000515.5:51;NM_000515.4:1
GC	NM_000583.4	NM_000583	11.0	NM_000583.4:11
RASA1	NM_002890.3	NM_002890	210.0	NM_002890.3:210;NM_002890.2:1
GRN	NM_002087.3	NM_002087	203.0	NM_002087.3:203
AHSG	NM_001622.4	NM_001622	16.0	NM_001622.4:16
GLO1	NM_006708.3	NM_006708	2.0	NM_006708.3:2
APOH	NM_000042.3	NM_000042	8.0	NM_000042.3:8;NM_000042.2:1
GYS2	NM_021957.4	NM_021957	133.0	NM_021957.4:133
GYS1	NM_002103.5	NM_002103	53.5	NM_002103.5:107;NM_002103.4:2
GLRB	NM_000824.5	NM_000824	31.0	NM_000824.5:62;NM_001166061.1:2;NM_000824.4:1
CFB	NM_001710.5	NM_001710	28.0	NM_001710.5:28
GPD2	NM_000408.5	NM_000408	7.0	NM_000408.5:7
GPX1	NM_000581.4	NM_000581	2.0	NM_000581.4:2
GLUL	NM_002065.6	NM_002065	105.0	NM_002065.6:105;NM_001033044.4:1
GPT	NM_005309.3	NM_005309	23.0	NM_005309.3:23
SLC2A4	NM_001042.3	NM_001042	3.0	NM_001042.3:3
SLC2A2	NM_000340.2	NM_000340	94.0	NM_000340.2:94;NM_000340.1:1
GLUD1	NM_005271.5	NM_005271	25.7	NM_005271.5:77;NM_005271.4:3
H6PD	NM_004285.4	NM_004285	43.0	NM_004285.4:43;NM_004285.3:1
GCK	NM_000162.5	NM_000162	354.0	NM_000162.5:354;NM_000162.4:1;NM_033507.2:1
GCGR	NM_000160.5	NM_000160	10.0	NM_000160.5:10
MPV17	NM_002437.5	NM_002437	92.0	NM_002437.5:92
GFAP	NM_002055.5	NM_002055	106.5	NM_002055.5:213;NM_002055.4:2;NM_001131019.3:1;NM_001363846.1:1
GSN	NM_001127666.2	NM_001127666	74.0	NM_001127666.2:74
TACSTD2	NM_002353.3	NM_002353	7.4	NM_002353.3:37;NM_002353.2:5
GABRB3	NM_000814.6	NM_000814	20.7	NM_000814.6:145;NM_000814.5:7;NM_021912.5:4
GGCX	NM_000821.7	NM_000821	133.0	NM_000821.7:133;NM_000821.6:1
GABRD	NM_000815.5	NM_000815	102.0	NM_000815.5:102
GABRA2	NM_000807.4	NM_000807	10.0	NM_000807.4:10
FUS	NM_004960.3	NM_004960	6.2	NM_004960.3:131;NM_004960.4:21;NM_001170634.1:6
B4GALT1	NM_001497.3	NM_001497	94.0	NM_001497.3:94
FUT6	NM_000150.2	NM_000150	2.0	NM_000150.2:2
FSHR	NM_000145.3	NM_000145	6.2	NM_000145.3:50;NM_000145.4:8
FLT4	NM_182925.5	NM_182925	116.0	NM_182925.5:116
FLT3	NM_004119.2	NM_004119	1.6	NM_004119.2:60;NM_004119.3:37
FMO3	NM_001002294.3	NM_001002294	60.0	NM_001002294.3:60;NM_006894.5:1
FLG	NM_002016.1	NM_002016	20.4	NM_002016.1:102;NM_002016.2:5
FN1	NM_212482.3	NM_212482	100.0	NM_212482.3:100
FGFR4	NM_213647.3	NM_213647	14.0	NM_213647.3:14
RHD	NM_016124.4	NM_016124	19.0	NM_016124.4:19;NM_020485.5:1
FGB	NM_005141.4	NM_005141	73.0	NM_005141.4:73
FGA	NM_021871.4	NM_021871	4.6	NM_021871.4:46;NM_000508.3:10;NM_000508.5:5;NM_021871.3:1
FTH1	NM_002032.3	NM_002032	7.5	NM_002032.3:15;NM_002032.2:2
FABP2	NM_000134.4	NM_000134	2.0	NM_000134.4:2
F13B	NM_001994.2	NM_001994	10.7	NM_001994.2:32;NM_001994.3:3
F13A1	NM_000129.3	NM_000129	5.9	NM_000129.3:65;NM_000129.4:11
CFD	NM_001928.4	NM_001928	13.0	NM_001928.4:13
ERCC5	NM_000123.3	NM_000123	4.6	NM_000123.3:114;NM_000123.4:25;NM_001204425.1:3
ERCC4	NM_005236.2	NM_005236	10.8	NM_005236.2:194;NM_005236.3:18
ERCC3	NM_000122.1	NM_000122	3.3	NM_000122.1:56;NM_000122.2:17;NM_001303416.2:1
ESR1	NM_000125.3	NM_000125	5.5	NM_000125.3:33;NM_001328100.2:6
EPOR	NM_000121.4	NM_000121	46.0	NM_000121.4:46;NM_000121.3:1
EPO	NM_000799.4	NM_000799	17.0	NM_000799.4:17;NM_000799.3:1
EPHX2	NM_001979.6	NM_001979	5.0	NM_001979.6:5
EPHX1	NM_001136018.3	NM_001136018	14.0	NM_001136018.3:14
EGF	NM_001963.6	NM_001963	110.0	NM_001963.6:110
EPX	NM_000502.6	NM_000502	14.0	NM_000502.6:14;NM_000502.4:1
ENO3	NM_001976.5	NM_001976	55.0	NM_001976.5:55;NM_053013.3:1
GATA3	NM_001002295.2	NM_001002295	100.0	NM_001002295.2:100
EN2	NM_001427.4	NM_001427	5.0	NM_001427.4:5
EDNRB	NM_001122659.3	NM_001122659	17.0	NM_001122659.3:85;NM_000115.5:5
EDN3	NM_207034.3	NM_207034	24.3	NM_207034.3:73;NM_207034.2:3
EDN1	NM_001955.5	NM_001955	15.0	NM_001955.5:15
TYMP	NM_001257988.1	NM_001257988	48.5	NM_001257988.1:194;NM_001257989.1:4
SELE	NM_000450.2	NM_000450	12.0	NM_000450.2:12
EPB41	NM_203342.2	NM_203342	11.0	NM_203342.2:11
ETFB	NM_001985.3	NM_001985	78.0	NM_001985.3:78
EGR2	NM_000399.5	NM_000399	62.0	NM_000399.5:124;NM_001136178.1:2
SLC26A3	NM_000111.2	NM_000111	8.5	NM_000111.2:85;NM_000111.3:10
SLC6A3	NM_001044.5	NM_001044	96.0	NM_001044.5:96
DRD4	NM_000797.4	NM_000797	14.0	NM_000797.4:14
DRD3	NM_000796.5	NM_000796	3.3	NM_000796.5:20;NM_000796.6:6;NM_033663.5:3
DRD2	NM_000795.4	NM_000795	45.0	NM_000795.4:45;NM_000795.3:1
TOP2A	NM_001067.4	NM_001067	21.0	NM_001067.4:21
TOP1	NM_003286.4	NM_003286	10.0	NM_003286.4:10
KRT4	NM_002272.4	NM_002272	67.0	NM_002272.4:67
LIG1	NM_000234.3	NM_000234	18.0	NM_000234.3:18
ERCC1	NM_001983.4	NM_001983	43.0	NM_001983.4:43
ERCC2	NM_000400.3	NM_000400	2.9	NM_000400.3:113;NM_000400.4:39;NM_001130867.1:1
DHODH	NM_001361.5	NM_001361	68.0	NM_001361.5:68;NM_001361.4:1
NQO1	NM_000903.3	NM_000903	4.0	NM_000903.3:4
DSG1	NM_001942.4	NM_001942	48.0	NM_001942.4:48
DNASE1	NM_005223.3	NM_005223	6.0	NM_005223.3:6
DSPP	NM_014208.3	NM_014208	58.0	NM_014208.3:58
ALAD	NM_000031.6	NM_000031	7.9	NM_000031.6:71;NM_001003945.2:9
DCN	NM_001920.5	NM_001920	7.2	NM_001920.5:29;NM_001920.4:4
CD55	NM_000574.5	NM_000574	12.0	NM_000574.5:12;NM_001114752.1:1
IL10	NM_000572.3	NM_000572	5.5	NM_000572.3:11;NM_153758.3:2
COX6B1	NM_001863.5	NM_001863	16.0	NM_001863.5:16
CYP11B2	NM_000498.3	NM_000498	124.0	NM_000498.3:124
CYP2E1	NM_000773.4	NM_000773	3.7	NM_000773.4:11;NM_000773.3:3
CYP3A4	NM_017460.6	NM_017460	4.0	NM_017460.6:4;NM_017460.5:1
IL10RB	NM_000628.5	NM_000628	58.0	NM_000628.5:58;NM_207585.2:1
PPIB	NM_000942.4	NM_000942	1.2	NM_000942.4:26;NM_024798.3:21;NM_000942.5:4
CRYGS	NM_017541.4	NM_017541	6.0	NM_017541.4:6
CRYGD	NM_006891.4	NM_006891	19.0	NM_006891.4:38;NM_006891.3:2
CRYGC	NM_020989.4	NM_020989	23.0	NM_020989.4:23
CRYBA4	NM_001886.3	NM_001886	30.0	NM_001886.3:30
CRYBB2	NM_000496.3	NM_000496	19.0	NM_000496.3:19
CRYAA	NM_000394.4	NM_000394	37.0	NM_000394.4:37
MSX2	NM_002449.5	NM_002449	51.0	NM_002449.5:51
CYP2A6	NM_000762.6	NM_000762	3.0	NM_000762.6:6;NM_000762.5:2
SERPINA6	NM_001756.4	NM_001756	3.0	NM_001756.4:3
GJA3	NM_021954.4	NM_021954	100.0	NM_021954.4:100
GJA1	NM_000165.5	NM_000165	89.0	NM_000165.5:89
GJA5	NM_181703.4	NM_181703	6.1	NM_181703.4:43;NM_005266.6:7
C1S	NM_001734.5	NM_001734	29.0	NM_001734.5:29
C8B	NM_000066.4	NM_000066	17.0	NM_000066.4:17
C8A	NM_000562.3	NM_000562	1.7	NM_000562.3:15;NM_000562.2:9
C9	NM_001737.5	NM_001737	18.0	NM_001737.5:18
CD46	NM_002389.4	NM_002389	47.0	NM_002389.4:47
C1QC	NM_172369.5	NM_172369	9.0	NM_172369.5:9
C1QA	NM_015991.4	NM_015991	9.0	NM_015991.4:9
MMP9	NM_004994.3	NM_004994	54.0	NM_004994.3:54
MMP1	NM_002421.4	NM_002421	15.0	NM_002421.4:15;NM_002421.3:1
COL18A1	NM_030582.4	NM_030582	8.5	NM_030582.4:221;NM_194255.4:26;NM_130445.2:1;NM_030582.3:1
COL9A3	NM_001853.4	NM_001853	185.0	NM_001853.4:185
COL9A2	NM_001852.4	NM_001852	171.0	NM_001852.4:171;NM_001852.3:1
COL1A2	NM_000089.3	NM_000089	8.1	NM_000089.3:509;NM_000089.4:63
COL4A4	NM_000092.4	NM_000092	4.6	NM_000092.4:408;NM_000092.5:89
CA1	NM_001738.5	NM_001738	7.0	NM_001738.5:7
COL4A3	NM_000091.4	NM_000091	4.4	NM_000091.4:351;NM_000091.5:79
CNTF	NM_000614.4	NM_000614	2.0	NM_000614.4:2
CHRNA5	NM_000745.3	NM_000745	12.0	NM_000745.3:12
CHRNA3	NM_000743.5	NM_000743	14.0	NM_000743.5:14
CHAT	NM_020549.4	NM_020549	72.0	NM_020549.4:216;NM_020984.3:3
CYP11A1	NM_000781.3	NM_000781	43.0	NM_000781.3:43
CETP	NM_000078.3	NM_000078	21.5	NM_000078.3:43;NM_000078.2:2
CCKAR	NM_000730.3	NM_000730	3.0	NM_000730.3:3
CHN1	NM_001822.5	NM_001822	2.6	NM_001822.5:39;NM_001822.7:15
HSPD1	NM_002156.5	NM_002156	37.5	NM_002156.5:75;NM_199440.1:2
CP	NM_000096.4	NM_000096	34.0	NM_000096.4:170;NM_000096.3:5;NM_032383.5:4
CDKN1A	NM_078467.3	NM_078467	1.5	NM_078467.3:3;NM_000389.5:2;NM_078467.2:1
CEBPA	NM_004364.4	NM_004364	18.3	NM_004364.4:238;NM_001285829.1:13
CTNNB1	NM_001904.4	NM_001904	141.0	NM_001904.4:141
ICAM4	NM_001544.5	NM_001544	1.0	NM_001544.5:1
CEP164	NM_014956.5	NM_014956	107.0	NM_014956.5:107
COMT	NM_000754.4	NM_000754	1.6	NM_000754.4:11;NM_000754.3:7;NM_006440.5:1
TYRP1	NM_000550.3	NM_000550	75.0	NM_000550.3:75
CAT	NM_001752.4	NM_001752	25.0	NM_001752.4:25
CES1	NM_001025195.2	NM_001025195	3.0	NM_001025195.2:3
CA8	NM_004056.6	NM_004056	17.0	NM_004056.6:17
GYPA	NM_002099.8	NM_002099	1.0	NM_002099.8:1
CALCR	NM_001742.4	NM_001742	6.0	NM_001742.4:6
CALCA	NM_001033952.2	NM_001033952	2.0	NM_001033952.2:2;NM_001033953.2:1
CDH15	NM_004933.3	NM_004933	73.0	NM_004933.3:73
COL17A1	NM_000494.4	NM_000494	169.0	NM_000494.4:169
BMP4	NM_001202.6	NM_001202	57.0	NM_001202.6:57
CD79A	NM_001783.3	NM_001783	1.9	NM_001783.3:17;NM_001783.4:9;NM_021601.4:3
FUT3	NM_000149.4	NM_000149	2.0	NM_000149.4:4;NM_000149.3:2
SLC14A1	NM_015865.7	NM_015865	8.0	NM_015865.7:8
KEL	NM_000420.3	NM_000420	7.0	NM_000420.3:7
GYPC	NM_002101.5	NM_002101	5.0	NM_002101.5:5
ACKR1	NM_002036.4	NM_002036	4.0	NM_002036.4:4;NM_002036.3:1
ART4	NM_021071.4	NM_021071	5.0	NM_021071.4:5
ABO	NM_020469.3	NM_020469	1.7	NM_020469.3:5;NM_020469.2:3
B2M	NM_004048.3	NM_004048	10.0	NM_004048.3:10
ADRB3	NM_000025.3	NM_000025	4.0	NM_000025.3:4
ADRB2	NM_000024.5	NM_000024	14.0	NM_000024.5:14
ADRB1	NM_000684.3	NM_000684	12.0	NM_000684.3:12
CD40	NM_001250.6	NM_001250	9.2	NM_001250.6:37;NM_001250.5:4
BSG	NM_001728.4	NM_001728	4.0	NM_001728.4:4
SLC4A1	NM_000342.4	NM_000342	9.8	NM_000342.4:128;NM_000342.3:13
APOA1	NM_000039.2	NM_000039	41.0	NM_000039.2:41
NPPA	NM_006172.4	NM_006172	32.0	NM_006172.4:32
ATP2A2	NM_170665.4	NM_170665	109.0	NM_170665.4:109
ATP2B2	NM_001001331.4	NM_001001331	23.0	NM_001001331.4:23
ATP2A1	NM_173201.4	NM_173201	4.6	NM_173201.4:166;NM_004320.5:36;NM_004320.6:34;NM_024816.3:2
NAT1	NM_000662.8	NM_000662	2.0	NM_000662.8:2;NM_001160179.2:1
DDC	NM_001082971.2	NM_001082971	68.0	NM_001082971.2:68
CYP19A1	NM_000103.4	NM_000103	85.0	NM_000103.4:85;NM_031226.3:1
AQP1	NM_198098.3	NM_198098	3.0	NM_198098.3:3
APOA4	NM_000482.4	NM_000482	6.0	NM_000482.4:6;NM_000482.3:1
APOA2	NM_001643.2	NM_001643	11.0	NM_001643.2:11
TFAP2A	NM_001032280.3	NM_001032280	7.4	NM_001032280.3:37;NM_001042425.2:5
IFNGR1	NM_000416.2	NM_000416	8.2	NM_000416.2:90;NM_000416.3:11;NM_001363526.1:1;NM_001363527.1:1
ALDH7A1	NM_001182.5	NM_001182	34.9	NM_001182.5:349;NM_001182.4:10
SERPINA3	NM_001085.5	NM_001085	2.0	NM_001085.5:12;NM_001085.4:6
ACE	NM_000789.4	NM_000789	136.0	NM_000789.4:136;NM_000789.3:1
AGTR1	NM_031850.3	NM_031850	43.0	NM_031850.3:43
AGT	NM_000029.4	NM_000029	4.1	NM_000029.4:53;NM_000029.3:13
ANG	NM_002937.5	NM_002937	2.1	NM_002937.5:23;NM_001145.4:11
ALK	NM_004304.5	NM_004304	1119.0	NM_004304.5:1119
APP	NM_000484.4	NM_000484	24.2	NM_000484.4:121;NM_001136131.2:5;NM_000484.3:1
SAA1	NM_199161.5	NM_199161	9.0	NM_199161.5:9
SLC3A1	NM_000341.4	NM_000341	85.0	NM_000341.4:85;NM_000341.3:1
PSEN1	NM_000021.4	NM_000021	54.8	NM_000021.4:274;NM_000021.3:5
ADRA2C	NM_000683.4	NM_000683	3.0	NM_000683.4:3
NAGA	NM_000262.3	NM_000262	74.0	NM_000262.3:74
AFP	NM_001134.3	NM_001134	9.0	NM_001134.3:9;NM_001134.2:1
A2M	NM_000014.6	NM_000014	3.2	NM_000014.6:13;NM_000014.5:4
ALDOA	NM_184041.4	NM_184041	7.4	NM_184041.4:52;NM_001365304.1:7;NM_184043.2:4;NM_184041.2:1;NM_001365305.1:1
ADH1C	NM_000669.5	NM_000669	9.0	NM_000669.5:9
ADH1B	NM_000668.6	NM_000668	9.0	NM_000668.6:9;NM_000668.5:1
AGRN	NM_198576.4	NM_198576	594.0	NM_198576.4:594
AK2	NM_001625.4	NM_001625	56.0	NM_001625.4:56
AK1	NM_000476.2	NM_000476	13.0	NM_000476.2:13;NM_001318121.1:1
ADD1	NM_176801.2	NM_176801	10.0	NM_176801.2:10
ACTB	NM_001101.5	NM_001101	154.0	NM_001101.5:154
APRT	NM_000485.3	NM_000485	3.2	NM_000485.3:26;NM_000512.5:8;NM_000485.2:1
ACHE	NM_000665.5	NM_000665	10.0	NM_000665.5:10
ACVR1	NM_001105.5	NM_001105	65.0	NM_001105.5:65
ACTN3	NM_001104.4	NM_001104	1.0	NM_001104.4:1
FLNC	NM_001458.4	NM_001458	249.2	NM_001458.4:1246;NM_001127487.2:5
CHRNG	NM_005199.5	NM_005199	91.0	NM_005199.5:91
CHRNE	NM_000080.4	NM_000080	1.2	NM_000080.4:136;NM_001145536.2:117;NM_153827.5:18;NM_000080.3:4
CHRNB1	NM_000747.3	NM_000747	135.0	NM_000747.3:135
CHRNA1	NM_001039523.3	NM_001039523	156.0	NM_001039523.3:156;NM_001039523.2:1
ALDH2	NM_000690.4	NM_000690	13.0	NM_000690.4:13
MTPAP	NM_018109.3	NM_018109	59.0	NM_018109.3:59
SOBP	NM_018013.4	NM_018013	51.0	NM_018013.4:51
KCNK18	NM_181840.1	NM_181840	8.0	NM_181840.1:8
SEPSECS	NM_016955.4	NM_016955	25.2	NM_016955.4:101;NM_016955.3:4
SRD5A3	NM_024592.5	NM_024592	92.0	NM_024592.5:92;NM_024592.4:1
SOX17	NM_022454.4	NM_022454	10.0	NM_022454.4:10
CDHR1	NM_033100.4	NM_033100	167.0	NM_033100.4:167
FLVCR1	NM_014053.4	NM_014053	73.5	NM_014053.4:147;NM_014053.3:2
ANGPTL3	NM_014495.4	NM_014495	10.0	NM_014495.4:10
MED17	NM_004268.5	NM_004268	50.0	NM_004268.5:50
CA12	NM_001218.5	NM_001218	17.0	NM_001218.5:17
PDYN	NM_024411.5	NM_024411	10.8	NM_024411.5:65;NM_001190899.2:6
TAF1	NM_004606.5	NM_004606	1.1	NM_004606.5:37;NM_004606.4:33;NM_138923.3:2;NR_104387.1:1;NM_001286074.1:1
GSTP1	NM_000852.3	NM_000852	2.0	NM_000852.3:2;NM_000852.4:1
ACO2	NM_001098.3	NM_001098	122.0	NM_001098.3:122
ADK	NM_006721.4	NM_006721	32.0	NM_006721.4:32
BLVRA	NM_000712.4	NM_000712	3.0	NM_000712.4:3;NM_001253823.1:1
CHRM3	NM_000740.3	NM_000740	15.0	NM_000740.3:15
COL4A2	NM_001846.4	NM_001846	219.0	NM_001846.4:219
CREB1	NM_004379.5	NM_004379	6.0	NM_004379.5:6
CYP24A1	NM_000782.5	NM_000782	90.0	NM_000782.5:90;NM_000782.4:1
NT5E	NM_002526.4	NM_002526	18.0	NM_002526.4:18
GATA2	NM_001145661.2	NM_001145661	3.5	NM_001145661.2:281;NM_032638.5:81;NM_032638.4:7
GOT1	NM_002079.3	NM_002079	3.0	NM_002079.3:3
GRIN2A	NM_001134407.3	NM_001134407	335.0	NM_001134407.3:670;NM_000833.5:2
SMPX	NM_014332.3	NM_014332	16.0	NM_014332.3:16
